date,market,channel,campaign,currency,spend,impressions,clicks,conversions,attributed_revenue
18-08-2025,UAE,Out of Home,Always-On Brand,AED,82740.67,4264511.0,0.0,0.0,0.0
18-08-2025,KSA,Paid Search,Always-On Brand,SAR,335705.81,2074086.0,120805.0,1706.0,5000202.27
18-08-2025,KSA,meta,Always-On Brand,SAR,405786.16,12931636.0,147768.0,928.0,2672444.98
18-08-2025,KSA,Tik Tok,Always-On Brand,SAR,254655.25,10504624.0,132959.0,605.0,1725972.01
18-08-2025,KSA,YouTube,Always-On Brand,SAR,336908.04,9422995.0,73375.0,256.0,676143.87
18-08-2025,KSA,Programmatic Display,Always-On Brand,SAR,213277.74,17322944.0,17677.0,29.0,78163.62
18-08-2025,KSA,TV,Always-On Brand,SAR,457232.94,9367547.0,0.0,0.0,0.0
18-08-2025,KSA  ,OOH,Always-On Brand,SAR,118288.49,5910732.0,0.0,0.0,0.0
18-08-2025,Egypt,Paid Search,Always-On Brand,EGP,1625334.47,755770.0,42724.0,524.0,5403582.7
18-08-2025,Egypt,meta,Always-On Brand,EGP,1779677.87,4385603.0,48446.0,253.0,2698056.34
18-08-2025,Egypt,tiktok,Always-On Brand,EGP,1000878.71,3502718.0,44872.0,168.0,1809355.82
18-08-2025,Egypt,youtube,Always-On Brand,EGP,1303950.95,2257919.0,15803.0,57.0,586640.61
18-08-2025,Egypt,Programmatic,Always-On Brand,EGP,871862.49,5607340.0,5163.0,8.0,82863.74
18-08-2025,Egypt,tv,Always-On Brand,EGP,1866620.96,2509379.0,0.0,0.0,0.0
18-08-2025,Egypt,Out of Home,Always-On Brand,EGP,404549.42,1602101.0,0.0,0.0,0.0
25-08-2025,UAE,Paid Search,Always-On Brand,AED,290847.4,1673602.0,96020.0,1316.0,3241653.74
25-08-2025,UAE,meta,Always-On Brand,AED,318070.51,9231829.0,106138.0,730.0,1906351.4
25-08-2025,UAE,tiktok,Always-On Brand,AED,176790.32,7855416.0,107455.0,434.0,1164189.25
25-08-2025,UAE,youtube,Always-On Brand,AED,228469.91,5865323.0,43665.0,152.0,415974.45
25-08-2025,UAE  ,Display,Always-On Brand,AED,156424.1,12414162.0,12487.0,23.0,57511.05
25-08-2025,UAE,Television,Always-On Brand,AED,333916.07,6635363.0,0.0,0.0,0.0
25-08-2025,UAE,Out of Home,Always-On Brand,AED,72951.26,3786552.0,0.0,0.0,0.0
25-08-2025,KSA,Paid Search,Always-On Brand,SAR,359187.52,2218421.0,154982.0,2142.0,5785174.0
25-08-2025,KSA  ,Meta,Always-On Brand,SAR,458390.59,14177258.0,178143.0,1214.0,3416709.04
25-08-2025,KSA,Tik Tok,Always-On Brand,SAR,267393.08,10670776.0,156099.0,581.0,1704956.11
25-08-2025,KSA,youtube,Always-On Brand,SAR,345118.9,9373304.0,71691.0,228.0,643474.09
25-08-2025,KSA,Programmatic Display,Always-On Brand,SAR,216916.59,17211821.0,15586.0,21.0,55907.81
25-08-2025,KSA,TV,Always-On Brand,SAR,402311.62,7503533.0,0.0,0.0,0.0
25-08-2025,KSA,OOH,Always-On Brand,SAR,108653.01,4789253.0,0.0,0.0,0.0
25-08-2025,Egypt  ,PaidSearch,Always-On Brand,EGP,1522762.72,730588.0,49475.0,784.0,8583292.52
25-08-2025,Egypt  ,meta,Always-On Brand,EGP,2010300.55,4769392.0,56182.0,300.0,3067114.93
25-08-2025,Egypt,TikTok,Always-On Brand,EGP,1076795.31,3659713.0,50621.0,218.0,2164437.77
25-08-2025,Egypt,YT,Always-On Brand,EGP,1294434.48,2366064.0,19922.0,74.0,736088.42
25-08-2025,Egypt,Display,Always-On Brand,EGP,887973.85,5288945.0,5332.0,10.0,104452.77
25-08-2025,Egypt,TV,Always-On Brand,EGP,1756620.54,2710236.0,0.0,0.0,0.0
25-08-2025,Egypt,OOH,Always-On Brand,EGP,457240.1,1761548.0,0.0,0.0,0.0
01-09-2025,UAE,PaidSearch,Always-On Brand,AED,295454.21,2111640.0,124210.0,1535.0,3828018.8
01-09-2025,UAE,meta,Always-On Brand,AED,338825.47,11440086.0,126028.0,747.0,2025002.27
01-09-2025,UAE,Tik Tok,Always-On Brand,AED,200225.79,9172134.0,131905.0,547.0,1484739.74
01-09-2025,UAE,YT,Always-On Brand,AED,223458.91,5769018.0,42788.0,139.0,380597.69
01-09-2025,UAE,Display,Always-On Brand,AED,148796.72,11339348.0,9096.0,15.0,37702.72
01-09-2025,UAE,tv,Always-On Brand,AED,350093.28,7023861.0,0.0,0.0,0.0
01-09-2025,UAE,Out of Home,Always-On Brand,AED,80547.99,3697142.0,0.0,0.0,0.0
01-09-2025,KSA,paid_search,Always-On Brand,SAR,419356.83,2733222.0,207941.0,2765.0,7702706.69
01-09-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,443666.69,14058137.0,161963.0,999.0,2807437.23
01-09-2025,KSA,tiktok,Always-On Brand,SAR,279565.34,11652378.0,177312.0,770.0,2152592.63
01-09-2025,KSA,YT,Always-On Brand,SAR,336372.05,7556765.0,49230.0,157.0,457135.55
01-09-2025,KSA,Programmatic,Always-On Brand,SAR,214292.67,16252716.0,15526.0,23.0,64050.06
01-09-2025,KSA,TV,Always-On Brand,SAR,423550.16,7692569.0,0.0,0.0,0.0
01-09-2025,KSA,OOH,Always-On Brand,SAR,107147.59,5262948.0,0.0,0.0,0.0
01-09-2025,Egypt,Paid Search,Always-On Brand,EGP,1416563.32,659906.0,38171.0,511.0,5620625.08
01-09-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,1722763.25,3989791.0,52152.0,258.0,2616932.49
01-09-2025,Egypt,TikTok,Always-On Brand,EGP,1083297.83,3768825.0,48470.0,215.0,2385615.68
01-09-2025,Egypt,YT,Always-On Brand,EGP,1267546.36,2279104.0,19251.0,65.0,677007.62
01-09-2025,Egypt,Programmatic Display,Always-On Brand,EGP,905712.96,5091061.0,4644.0,9.0,96180.89
01-09-2025,Egypt,Television,Always-On Brand,EGP,1841519.81,2789266.0,0.0,0.0,0.0
01-09-2025,Egypt,OOH,Always-On Brand,EGP,452625.18,1689812.0,0.0,0.0,0.0
08-09-2025,UAE,paid_search,Always-On Brand,AED,300580.52,1806668.0,116971.0,1967.0,5185643.4
08-09-2025,UAE,Facebook/Instagram,Always-On Brand,AED,282564.38,9767457.0,111109.0,620.0,1655579.97
08-09-2025,UAE  ,TikTok,Always-On Brand,AED,196143.04,8016281.0,97208.0,439.0,1189870.65
08-09-2025,UAE,youtube,Always-On Brand,AED,238553.0,6328001.0,42475.0,171.0,450580.84
08-09-2025,UAE,Programmatic,Always-On Brand,AED,149981.28,12147278.0,11295.0,19.0,52460.66
08-09-2025,UAE,Television,Always-On Brand,AED,308312.77,5912762.0,0.0,0.0,0.0
08-09-2025,UAE,ooh,Always-On Brand,AED,79604.17,4105633.0,0.0,0.0,0.0
08-09-2025,KSA,paid_search,Always-On Brand,SAR,370614.35,2578000.0,186985.0,2366.0,6721792.1
08-09-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,455785.49,13434313.0,130318.0,881.0,2561181.18
08-09-2025,KSA,tiktok,Always-On Brand,SAR,262685.04,12216193.0,180557.0,719.0,2064490.95
08-09-2025,KSA,youtube,Always-On Brand,SAR,306987.09,7804033.0,60703.0,227.0,635648.25
08-09-2025,KSA,Programmatic Display,Always-On Brand,SAR,211009.41,16769951.0,16143.0,32.0,89340.82
08-09-2025,KSA,Television,Always-On Brand,SAR,457210.42,8525734.0,0.0,0.0,0.0
08-09-2025,KSA,OOH,Always-On Brand,SAR,105506.01,4786496.0,0.0,0.0,0.0
08-09-2025,Egypt,paid_search,Always-On Brand,EGP,1541740.13,751703.0,46276.0,673.0,7438801.75
08-09-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,1743852.66,4182440.0,52235.0,306.0,3364931.75
08-09-2025,Egypt,Tik Tok,Always-On Brand,EGP,1085601.51,3356302.0,40740.0,129.0,1402428.17
08-09-2025,Egypt,youtube,Always-On Brand,EGP,1436818.68,2871011.0,19740.0,64.0,655291.86
08-09-2025,Egypt,Programmatic Display,Always-On Brand,EGP,885238.5,5294775.0,4915.0,8.0,87787.35
08-09-2025,Egypt,tv,Always-On Brand,EGP,1821411.46,2441681.0,0.0,0.0,0.0
08-09-2025,Egypt,OOH,Always-On Brand,EGP,454851.08,1701386.0,0.0,0.0,0.0
15-09-2025,UAE,PaidSearch,Always-On Brand,AED,273096.1,1905559.0,127415.0,1425.0,3919885.73
15-09-2025,UAE,meta,Always-On Brand,AED,390124.28,12938174.0,152645.0,1049.0,2682474.85
15-09-2025,UAE,TikTok,Always-On Brand,AED,196436.72,8651325.0,123422.0,446.0,1143579.05
15-09-2025,UAE,YouTube,Always-On Brand,AED,216483.21,4916743.0,38762.0,134.0,348835.48
15-09-2025,UAE,Programmatic Display,Always-On Brand,AED,162695.2,13004436.0,12839.0,23.0,61540.07
15-09-2025,UAE,TV,Always-On Brand,AED,336147.91,6873593.0,0.0,0.0,0.0
15-09-2025,UAE,OOH,Always-On Brand,AED,76903.42,3585172.0,0.0,0.0,0.0
15-09-2025,KSA,Search,Always-On Brand,SAR,390916.16,2605540.0,158850.0,2413.0,6374707.14
15-09-2025,KSA,meta,Always-On Brand,SAR,440050.82,14663280.0,139667.0,845.0,2370017.54
15-09-2025,KSA,Tik Tok,Always-On Brand,SAR,273767.95,12328935.0,164035.0,652.0,1812796.51
15-09-2025,KSA  ,YT,Always-On Brand,SAR,306769.2,7609652.0,51058.0,156.0,416817.43
15-09-2025,KSA,Programmatic Display,Always-On Brand,SAR,219810.36,15772195.0,15179.0,25.0,69576.56
15-09-2025,KSA,TV,Always-On Brand,SAR,456319.27,8212622.0,0.0,0.0,0.0
15-09-2025,KSA,OOH,Always-On Brand,SAR,107686.61,5161561.0,0.0,0.0,0.0
15-09-2025,Egypt,Paid Search,Always-On Brand,EGP,1737941.43,939957.0,65369.0,988.0,10338459.22
15-09-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,1857384.33,4812967.0,50764.0,308.0,3337783.71
15-09-2025,Egypt,tiktok,Always-On Brand,EGP,1012837.21,3378417.0,48416.0,218.0,2188307.19
15-09-2025,Egypt,YT,Always-On Brand,EGP,1244367.79,2341730.0,15623.0,64.0,702825.68
15-09-2025,Egypt,Programmatic Display,Always-On Brand,EGP,906207.52,5374501.0,4092.0,7.0,74304.74
15-09-2025,Egypt,TV,Always-On Brand,EGP,1859630.46,2834324.0,0.0,0.0,0.0
15-09-2025,Egypt,Out of Home,Always-On Brand,EGP,431439.52,1501961.0,0.0,0.0,0.0
22-09-2025,UAE,Search,Always-On Brand,AED,289217.7,1781982.0,116282.0,1837.0,4836964.87
22-09-2025,UAE,META,Always-On Brand,AED,341062.18,10328551.0,109228.0,760.0,1969811.66
22-09-2025,UAE,tiktok,Always-On Brand,AED,180248.54,7113465.0,110423.0,509.0,1350665.69
22-09-2025,UAE,youtube,Always-On Brand,AED,249203.16,6692076.0,45578.0,144.0,362693.17
22-09-2025,UAE,Programmatic Display,Always-On Brand,AED,148772.5,12458964.0,10331.0,19.0,50128.52
22-09-2025,UAE,TV,Always-On Brand,AED,315125.48,5969362.0,0.0,0.0,0.0
22-09-2025,UAE,OOH,Always-On Brand,AED,77314.35,3663982.0,0.0,0.0,0.0
22-09-2025,KSA,Paid Search,Always-On Brand,SAR,393464.43,2489464.0,171825.0,2054.0,5404435.69
22-09-2025,KSA,meta,Always-On Brand,SAR,450025.77,15076442.0,160748.0,1088.0,3007879.1
22-09-2025,KSA,Tik Tok,Always-On Brand,SAR,271730.29,12028931.0,159679.0,615.0,1643131.96
22-09-2025,KSA,YT,Always-On Brand,SAR,353228.42,9453019.0,72697.0,245.0,678767.87
22-09-2025,KSA,Programmatic Display,Always-On Brand,SAR,224030.92,16703136.0,14252.0,25.0,71294.91
22-09-2025,KSA,TV,Always-On Brand,SAR,420889.58,8098546.0,0.0,0.0,0.0
22-09-2025,KSA,ooh,Always-On Brand,SAR,108928.55,5087605.0,0.0,0.0,0.0
22-09-2025,Egypt,paid_search,Always-On Brand,EGP,1545027.8,748476.0,45695.0,603.0,6656515.18
22-09-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,1835951.02,4432485.0,49057.0,337.0,3720136.5
22-09-2025,Egypt,TikTok,Always-On Brand,EGP,1035036.15,3713939.0,40374.0,121.0,1257879.72
22-09-2025,Egypt  ,YT,Always-On Brand,EGP,1192207.82,2249274.0,17748.0,56.0,579074.33
22-09-2025,Egypt,Programmatic Display,Always-On Brand,EGP,901807.49,5408489.0,4996.0,10.0,106852.48
22-09-2025,Egypt,TV,Always-On Brand,EGP,1869631.25,2775190.0,0.0,0.0,0.0
22-09-2025,Egypt,ooh,Always-On Brand,EGP,439231.55,1705425.0,0.0,0.0,0.0
29-09-2025,UAE,Paid Search,Always-On Brand,AED,290547.34,2008588.0,106163.0,1316.0,3633172.09
29-09-2025,UAE,META,Always-On Brand,AED,319407.88,10428743.0,100396.0,743.0,1998998.46
29-09-2025,UAE,tiktok,Always-On Brand,AED,196717.25,8112805.0,106081.0,447.0,1216177.18
29-09-2025,UAE  ,youtube,Always-On Brand,AED,255344.44,6005503.0,47791.0,149.0,391084.32
29-09-2025,UAE,Programmatic,Always-On Brand,AED,169316.37,12432524.0,10043.0,18.0,48633.2
29-09-2025,UAE,tv,Always-On Brand,AED,327052.84,6203994.0,0.0,0.0,0.0
29-09-2025,UAE,OOH,Always-On Brand,AED,81219.68,3950852.0,0.0,0.0,0.0
29-09-2025,KSA,Paid Search,Always-On Brand,SAR,412021.88,2685083.0,179612.0,1769.0,4971135.74
29-09-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,416495.83,13114664.0,143352.0,1071.0,2993786.16
29-09-2025,KSA  ,tiktok,Always-On Brand,SAR,258015.57,11695383.0,156238.0,636.0,1770204.48
29-09-2025,KSA,youtube,Always-On Brand,SAR,341335.93,9109008.0,76557.0,191.0,524403.15
29-09-2025,KSA,Programmatic,Always-On Brand,SAR,230962.66,17259393.0,13298.0,21.0,56632.69
29-09-2025,KSA,Television,Always-On Brand,SAR,417074.69,7201403.0,0.0,0.0,0.0
29-09-2025,KSA,Out of Home,Always-On Brand,SAR,112735.26,5311417.0,0.0,0.0,0.0
29-09-2025,Egypt,PaidSearch,Always-On Brand,EGP,1729341.06,888656.0,50691.0,826.0,8748464.64
29-09-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,1714703.8,4068164.0,43935.0,309.0,3114649.67
29-09-2025,Egypt,TikTok,Always-On Brand,EGP,1004731.4,3329074.0,47466.0,221.0,2275789.6
29-09-2025,Egypt,youtube,Always-On Brand,EGP,1296267.07,2406845.0,14570.0,54.0,595565.85
29-09-2025,Egypt,Display,Always-On Brand,EGP,923001.38,6254243.0,5022.0,9.0,98055.44
29-09-2025,Egypt,Television,Always-On Brand,EGP,1877152.43,2562386.0,0.0,0.0,0.0
29-09-2025,Egypt,ooh,Always-On Brand,EGP,456917.72,1795636.0,0.0,0.0,0.0
06-10-2025,UAE,PaidSearch,Always-On Brand,AED,288930.97,2102845.0,111284.0,1750.0,4386980.16
06-10-2025,UAE,meta,Always-On Brand,AED,336784.73,11103446.0,123552.0,829.0,2168762.96
06-10-2025,UAE,TikTok,Always-On Brand,AED,191987.6,8123745.0,102351.0,372.0,994288.0
06-10-2025,UAE,youtube,Always-On Brand,AED,224094.57,5413951.0,40043.0,164.0,434412.23
06-10-2025,UAE,Programmatic,Always-On Brand,AED,155417.1,12405738.0,11431.0,16.0,43941.52
06-10-2025,UAE,Television,Always-On Brand,AED,348516.2,6333044.0,0.0,0.0,0.0
06-10-2025,UAE,Out of Home,Always-On Brand,AED,81635.06,4224952.0,0.0,0.0,0.0
06-10-2025,KSA,PaidSearch,Always-On Brand,SAR,457093.99,2721874.0,153212.0,2664.0,7732565.65
06-10-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,453108.05,14900017.0,166296.0,990.0,2835560.07
06-10-2025,KSA,tiktok,Always-On Brand,SAR,273248.76,12905846.0,196512.0,927.0,2627244.07
06-10-2025,KSA,YT,Always-On Brand,SAR,317516.66,7199160.0,49594.0,183.0,528010.83
06-10-2025,KSA,Programmatic,Always-On Brand,SAR,207391.82,15621199.0,11889.0,19.0,52869.5
06-10-2025,KSA,tv,Always-On Brand,SAR,458875.1,8953748.0,0.0,0.0,0.0
06-10-2025,KSA,OOH,Always-On Brand,SAR,110860.18,5510892.0,0.0,0.0,0.0
06-10-2025,Egypt,paid_search,Always-On Brand,EGP,1541906.04,894814.0,44745.0,645.0,6849224.26
06-10-2025,Egypt,meta,Always-On Brand,EGP,1928224.27,4772925.0,51579.0,303.0,3331581.18
06-10-2025,Egypt,Tik Tok,Always-On Brand,EGP,1040250.77,3388639.0,41647.0,189.0,2061247.48
06-10-2025,Egypt,youtube,Always-On Brand,EGP,1422862.35,2763386.0,18345.0,67.0,729715.35
06-10-2025,Egypt,Display,Always-On Brand,EGP,932585.68,5809032.0,5406.0,10.0,108787.66
06-10-2025,Egypt,Television,Always-On Brand,EGP,1774208.65,2697338.0,0.0,0.0,0.0
06-10-2025,Egypt,ooh,Always-On Brand,EGP,479032.06,1866037.0,0.0,0.0,0.0
13-10-2025,UAE,paid_search,Always-On Brand,AED,298236.09,1984033.0,117887.0,1669.0,4150366.53
13-10-2025,UAE,Facebook/Instagram,Always-On Brand,AED,333693.44,10933429.0,107315.0,617.0,1606242.56
13-10-2025,UAE,tiktok,Always-On Brand,AED,206535.4,8284125.0,125043.0,473.0,1191551.84
13-10-2025,UAE  ,YouTube,Always-On Brand,AED,239283.47,6095980.0,51249.0,156.0,395806.55
13-10-2025,UAE,Display,Always-On Brand,AED,166052.52,13713581.0,12013.0,19.0,49593.73
13-10-2025,UAE,tv,Always-On Brand,AED,329279.35,5930913.0,0.0,0.0,0.0
13-10-2025,UAE,ooh,Always-On Brand,AED,93372.99,4511885.0,0.0,0.0,0.0
13-10-2025,KSA,Search,Always-On Brand,SAR,395774.36,2444398.0,151961.0,2259.0,6480732.51
13-10-2025,KSA,META,Always-On Brand,SAR,464065.76,14621047.0,152187.0,1082.0,2994609.42
13-10-2025,KSA,tiktok,Always-On Brand,SAR,252976.53,10659276.0,153484.0,619.0,1765674.94
13-10-2025,KSA,YT,Always-On Brand,SAR,316165.89,7569380.0,57384.0,211.0,561124.62
13-10-2025,KSA,Programmatic,Always-On Brand,SAR,208604.49,14897472.0,13535.0,21.0,57370.72
13-10-2025,KSA,Television,Always-On Brand,SAR,456700.96,8077351.0,0.0,0.0,0.0
13-10-2025,KSA,Out of Home,Always-On Brand,SAR,109262.35,5265005.0,0.0,0.0,0.0
13-10-2025,Egypt,paid_search,Always-On Brand,EGP,1518049.02,717938.0,36559.0,406.0,4254384.18
13-10-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,1749547.24,4056371.0,50020.0,323.0,3414521.6
13-10-2025,Egypt,tiktok,Always-On Brand,EGP,1169321.58,3798582.0,61499.0,264.0,2763229.58
13-10-2025,Egypt,YouTube,Always-On Brand,EGP,1317449.48,2577267.0,16742.0,53.0,579312.06
13-10-2025,Egypt,Programmatic,Always-On Brand,EGP,958327.43,5611745.0,4639.0,8.0,84793.58
13-10-2025,Egypt,TV,Always-On Brand,EGP,2042030.97,2815187.0,0.0,0.0,0.0
13-10-2025,Egypt,OOH,Always-On Brand,EGP,401142.95,1562757.0,0.0,0.0,0.0
20-10-2025,UAE,PaidSearch,Always-On Brand,AED,300169.6,1895611.0,110448.0,1728.0,4722475.24
20-10-2025,UAE,Meta,Always-On Brand,AED,285224.16,9259864.0,113782.0,678.0,1734597.66
20-10-2025,UAE,Tik Tok,Always-On Brand,AED,188631.04,8550177.0,128524.0,505.0,1295690.63
20-10-2025,UAE,YT,Always-On Brand,AED,256591.37,6248847.0,39938.0,120.0,303145.36
20-10-2025,UAE,Programmatic,Always-On Brand,AED,172885.14,13626399.0,12030.0,27.0,73772.59
20-10-2025,UAE,TV,Always-On Brand,AED,342701.21,6595741.0,0.0,0.0,0.0
20-10-2025,UAE,OOH,Always-On Brand,AED,84632.64,4202034.0,0.0,0.0,0.0
20-10-2025,KSA,paid_search,Always-On Brand,SAR,386743.76,2446949.0,169567.0,2117.0,5575792.27
20-10-2025,KSA,meta,Always-On Brand,SAR,442400.47,14962893.0,159996.0,1177.0,3131167.73
20-10-2025,KSA,Tik Tok,Always-On Brand,SAR,255136.38,12981656.0,182486.0,751.0,2153983.17
20-10-2025,KSA  ,YT,Always-On Brand,SAR,335941.44,7679634.0,61758.0,215.0,565671.82
20-10-2025,KSA,Programmatic,Always-On Brand,SAR,221384.65,16907582.0,17546.0,27.0,73366.43
20-10-2025,KSA,tv,Always-On Brand,SAR,450016.46,7983069.0,0.0,0.0,0.0
20-10-2025,KSA,Out of Home,Always-On Brand,SAR,111007.11,4871899.0,0.0,0.0,0.0
20-10-2025,Egypt,paid_search,Always-On Brand,EGP,1817682.01,910278.0,62048.0,771.0,8207671.19
20-10-2025,Egypt,Meta,Always-On Brand,EGP,1826404.16,4140960.0,46582.0,260.0,2854217.52
20-10-2025,Egypt,tiktok,Always-On Brand,EGP,1054796.08,3572805.0,45023.0,204.0,2136647.36
20-10-2025,Egypt,YT,Always-On Brand,EGP,1462598.62,3043512.0,22175.0,81.0,895692.75
20-10-2025,Egypt,Display,Always-On Brand,EGP,791706.82,4683833.0,3712.0,5.0,52375.85
20-10-2025,Egypt,Television,Always-On Brand,EGP,1833209.69,2711588.0,0.0,0.0,0.0
20-10-2025,Egypt  ,ooh,Always-On Brand,EGP,455231.99,1798760.0,0.0,0.0,0.0
27-10-2025,UAE,PaidSearch,Always-On Brand,AED,293784.5,1723480.0,125597.0,1615.0,4010319.45
27-10-2025,UAE,meta,Always-On Brand,AED,349767.72,12268468.0,152420.0,1115.0,2954329.86
27-10-2025,UAE,TikTok,Always-On Brand,AED,201944.84,8100846.0,110605.0,421.0,1149319.47
27-10-2025,UAE,youtube,Always-On Brand,AED,265366.05,6974358.0,50196.0,151.0,412582.21
27-10-2025,UAE,Programmatic Display,Always-On Brand,AED,172296.02,13903739.0,12271.0,19.0,48945.52
27-10-2025,UAE,Television,Always-On Brand,AED,293053.88,5881600.0,0.0,0.0,0.0
27-10-2025,UAE,ooh,Always-On Brand,AED,82230.87,3999680.0,0.0,0.0,0.0
27-10-2025,KSA,paid_search,Always-On Brand,SAR,414736.49,2567364.0,187186.0,2721.0,7301832.17
27-10-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,452518.24,13203929.0,137030.0,727.0,2100794.29
