week,market,spend_aed,sales_aed,conversions,impressions,clicks,paid_spend_aed,paid_sales_aed,paid_conversions,earned_sales_aed,earned_conversions,tv_spend_aed,tv_grp,sessions,website_sales_aed,pr_mentions,share_of_voice,influencer_spend_aed,website_conversions,brand_awareness,brand_awareness_sd,purchase_intent,purchase_intent_sd,competitor_sov,sentiment,sentiment_sd,n_observations,is_indicative,intent_to_awareness,mer,paid_roas,cpa_aed,aov_aed,cpm_aed,cpc_aed,earned_sales_share,tv_spend_share,cost_per_grp_aed,sov_gap,web_conversion_rate,sales_aed_wow,spend_aed_wow,conversions_wow,brand_awareness_wow,purchase_intent_wow,sentiment_wow,share_of_voice_wow,mer_wow
3,SEIL,469295.0,4974913.0,14340.0,6293946.0,93176.0,469295.0,3515219.0,9029.0,1459694.0,5311.0,211295.0,3199.0,397819.0,1459694.0,268.0,25.333333333333332,38946.0,5311.0,56.665789473684214,8.152773572683948,48.392105263157895,10.561925028750418,10.786842105263156,0.8421052631578947,0.0647722786356834,38,True,0.8539915478567779,10.600822510361287,7.490424999200929,32.72629009762901,346.9255927475593,74.56292125798348,5.036651068944793,0.29341096015146395,0.45023918857008915,66.05032822757111,14.546491228070176,0.01335029246969099,0.19908308911379824,0.1970498134133245,0.19979919678714864,0.018636980970838213,0.004859845373363703,-0.020807833537331732,-0.35604134892391115,0.0016985723381683915
4,SEIL,544750.0,5917190.0,15725.0,6145843.0,82294.0,544750.0,3943596.0,10107.0,1973594.0,5618.0,253790.0,3504.0,449306.0,1973594.0,311.0,32.88333333333333,34767.0,5618.0,60.607317073170734,10.946720747417979,49.50487804878049,10.595375199102488,11.475609756097562,0.843170731707317,0.06397026748381798,41,True,0.8168135538653467,10.862212023864158,7.2392767324460765,34.6422893481717,376.2918918918919,88.63714871987456,6.6195591416142125,0.33353568163266684,0.46588343276732447,72.42865296803653,21.40772357723577,0.012503727971582841,0.18940572428100744,0.1607837287846663,0.0965829846582984,0.06955744614335568,0.022994924059850153,0.0012652439024389839,0.2980263157894738,0.02465747476173563
5,SEIL,376704.0,4398241.0,13151.0,4943234.0,73448.0,376704.0,2881082.0,8429.0,1517159.0,4722.0,182839.0,3010.0,366240.0,1517159.0,239.0,30.0,23731.0,4722.0,59.64444444444444,8.726198466831915,49.37777777777777,10.86330944341972,10.466666666666667,0.8397222222222223,0.06639647628821926,36,True,0.8278688524590164,11.675588791199456,7.648132220523276,28.644513725192002,334.4415633792107,76.20598175202711,5.128853066114802,0.34494676394494983,0.48536516734624535,60.743853820598005,19.53333333333333,0.012893184796854522,-0.2567010692575361,-0.3084827902707664,-0.16368839427662962,-0.01588706900791903,-0.0025674292314683544,-0.004089930254234542,-0.0876837303598581,0.07488131934345588
6,SEIL,402826.0,4095072.0,12078.0,5261468.0,66135.0,402826.0,2818152.0,8079.0,1276920.0,3999.0,175731.0,2455.0,299646.0,1276920.0,181.0,31.633333333333336,23782.0,3999.0,62.16458333333333,9.227444946908486,51.72708333333333,9.09055482667244,9.725,0.8558333333333333,0.05098324018873107,48,True,0.8320989309293206,10.165858211734099,6.995953587901476,33.35204504056963,339.0521609538003,76.56152237360371,6.090965449459439,0.31181869329770023,0.43624542606485184,71.58085539714868,21.90833333333334,0.01334574798261949,-0.06892960162937867,0.06934356948691822,-0.08159075355486278,0.04225270119225044,0.047578195319532,0.019186238835593672,0.05444444444444452,-0.12930659056811977
7,SEIL,324681.0,3405814.0,9951.0,4415168.0,61576.0,324681.0,2322543.0,6439.0,1083271.0,3512.0,161482.0,2354.0,269510.0,1083271.0,214.0,24.03333333333333,18771.0,3512.0,61.92777777777778,9.780318753529196,50.56944444444444,9.833784896814931,9.027777777777779,0.8516666666666667,0.06258708219067939,36,True,0.8165874226249215,10.489723759628681,7.153307400186645,32.627977087729874,342.25846648578033,73.53763209010393,5.272849811614915,0.31806522611041005,0.4973558662194585,68.59898045879355,15.005555555555553,0.013031056361545026,-0.16831401254971834,-0.1939919468951855,-0.17610531544957775,-0.0038093323055955475,-0.022379744116423073,-0.004868549172346581,-0.24025289778714454,0.03185816102773842
8,SEIL,368152.0,3132798.0,9537.0,3807579.0,47828.0,368152.0,1903605.0,5452.0,1229193.0,4085.0,164323.0,2236.0,294633.0,1229193.0,155.0,25.8,18681.0,4085.0,64.47619047619048,10.208958512701157,51.311904761904756,10.616443811852474,9.007142857142858,0.8547619047619047,0.06169310730516267,42,True,0.7958271787296897,8.509523240400704,5.170703948369152,38.60249554367201,328.4888329663416,96.68926107639527,7.697415739734047,0.3923626738781115,0.4463455311936374,73.48971377459749,16.792857142857144,0.01386470626168827,-0.08016174694214073,0.13388833963182334,-0.04160385890865237,0.04115136679952336,0.014681994742417714,0.0036343304445065616,0.07350901525658826,-0.18877527803440208
1,SELV,384438.0,3932356.0,10611.0,4758985.0,59981.0,384438.0,2653599.0,7161.0,1278757.0,3450.0,201401.0,2521.0,253927.0,1278757.0,237.0,29.925,28166.0,3450.0,51.72608695652174,10.063806319105037,43.56086956521739,10.592953881555367,11.92608695652174,0.8182608695652174,0.049327493155720645,23,True,0.8421450785912414,10.2288431424573,6.902540851840869,36.23013853548205,370.5924041089435,80.78151118358223,6.409329621046664,0.3251885129423684,0.5238842154001425,79.88932963109878,17.99891304347826,0.013586581970408818,,,,,,,,
2,SELV,402194.0,4284546.0,11578.0,5314336.0,70690.0,402194.0,3241574.0,8195.0,1042972.0,3383.0,172881.0,2242.0,293390.0,1042972.0,212.0,37.46,34528.0,3383.0,57.04838709677419,11.020219930283968,46.380645161290325,9.503347457776432,11.390322580645162,0.8609677419354839,0.062201545463633885,31,True,0.8130053717839978,10.652933658881038,8.059727395237124,34.73777854551736,370.05925030229747,75.6809505458443,5.689545904654124,0.2434264913948876,0.42984480126506114,77.11016949152543,26.06967741935484,0.011530727018644125,0.08956208440944824,0.04618690139892512,0.09113184431250598,0.10289392554913546,0.06473184819810118,0.05219224572349246,0.251796157059315,0.041460261978546464
3,SELV,482473.0,5383887.0,15618.0,7060995.0,101089.0,482473.0,3835275.0,11299.0,1548612.0,4319.0,252229.0,2914.0,328823.0,1548612.0,299.0,36.266666666666666,32841.0,4319.0,55.35,9.98219360607623,48.29736842105263,10.845262680883032,12.115789473684211,0.8586842105263158,0.05960097281228468,38,True,0.8725811819521704,11.158939463970004,7.949201302456303,30.89211166602638,344.72320399538995,68.32932185902978,4.772754701302812,0.2876382806697094,0.5227836583601569,86.5576527110501,24.150877192982456,0.013134725977197458,0.2565828444834062,0.19960267930401754,0.3489376403523925,-0.02977099236641212,0.04132592923399048,-0.0026522845142079587,-0.031856202171204884,0.04749919799482871
4,SELV,569027.0,5639201.0,16398.0,6586320.0,93436.0,569027.0,3615634.0,10882.0,2023567.0,5516.0,299507.0,3170.0,440569.0,2023567.0,269.0,29.71666666666667,37922.0,5516.0,60.30487804878049,10.444207754049902,48.829268292682926,9.928072418713489,10.573170731707316,0.8629268292682928,0.05814825459285189,41,True,0.8097067745197168,9.910252061852953,6.35406404265527,34.701000121966096,343.895658007074,86.39528598671185,6.090018836422792,0.35883931074632736,0.5263493647928833,94.48170347003155,19.143495934959354,0.012520172776568483,0.047421871967223694,0.17939656726904918,0.04994237418363423,0.08951902527155342,0.011013019736256346,0.004940837027125999,-0.18060661764705876,-0.11190018604803931
5,SELV,430257.0,4513473.0,13009.0,5160240.0,70629.0,430257.0,2814334.0,8208.0,1699139.0,4801.0,213198.0,2609.0,400859.0,1699139.0,269.0,27.183333333333334,22665.0,4801.0,60.352777777777774,12.245896948100292,47.40277777777778,10.712408989074603,10.202777777777778,0.8541666666666666,0.05847465873594914,36,True,0.7854282689740876,10.490179125499411,6.541053370427442,33.07379506495503,346.9500345914367,83.37926142970093,6.091789491568619,0.37645932522472164,0.49551314679366054,81.71636642391721,16.980555555555554,0.011976779865239399,-0.1996254433917145,-0.24387243487567378,-0.20667154531040366,0.0007942927760924423,-0.02921384171384167,-0.010151686451856157,-0.08524957936062816,0.05851789238325655
6,SELV,413510.0,4325426.0,12651.0,4920045.0,63802.0,413510.0,2749705.0,8010.0,1575721.0,4641.0,160348.0,2923.0,359341.0,1575721.0,184.0,24.650000000000002,23495.0,4641.0,62.01666666666667,10.497726873163835,51.14791666666667,10.783339978841939,9.741666666666667,0.86375,0.052252455912963264,48,True,0.8247446922870195,10.460269400981838,6.649669899156006,32.68595367955103,341.9038811161173,84.04597925425479,6.48114479169932,0.36429267313785973,0.3877729680056105,54.85733835100924,14.908333333333335,0.01291530885704665,-0.041663481757839294,-0.038923248198169946,-0.027519409639480408,0.027569383716113727,0.07900673893934962,0.011219512195121961,-0.09319435928877984,-0.0028512119916874745
7,SELV,374910.0,4160278.0,11287.0,5016333.0,71442.0,374910.0,2691486.0,7268.0,1468792.0,4019.0,180798.0,2383.0,297349.0,1468792.0,161.0,29.583333333333332,24000.0,4019.0,62.625,12.362971787906474,51.958333333333336,10.781475515239752,9.580555555555556,0.8586111111111111,0.06560282127111726,36,True,0.8296739853626082,11.096737883758768,7.179018964551492,33.21608930628156,368.5902365553291,74.73786130227,5.247753422356597,0.35305140666080487,0.48224373849723934,75.86991187578683,20.002777777777776,0.013516103972100124,-0.03818074797719351,-0.09334719837488814,-0.10781756382894636,0.009809191077667201,0.01584456844935045,-0.005949509567454658,0.20013522650439475,0.060846280184446266
8,SELV,338808.0,3050600.0,9068.0,3921473.0,54238.0,338808.0,2034598.0,5713.0,1016002.0,3355.0,149478.0,2247.0,271790.0,1016002.0,215.0,32.36666666666667,20746.0,3355.0,64.88095238095238,10.489838011612584,52.688095238095244,10.691738373815694,9.052380952380952,0.8590476190476191,0.061199773784434634,42,True,0.8120733944954129,9.003919624093882,6.00516516729239,37.3630348478165,336.41376268195853,86.39814681881018,6.246690512187028,0.33304989182455913,0.4411879294467663,66.5233644859813,23.314285714285717,0.012344089186504287,-0.26673169437234723,-0.09629511082659836,-0.19659785594046253,0.03602319171181434,0.014045136899988542,0.0005083884087442314,0.09408450704225357,-0.18859761144110143
1,SEMAG,280845.0,2886288.0,9300.0,3544599.0,49745.0,280845.0,2030960.0,6101.0,855328.0,3199.0,130153.0,2009.0,222168.0,855328.0,178.0,31.099999999999998,21634.0,3199.0,54.660869565217396,10.992341926435332,45.904347826086955,9.600069993157225,11.743478260869566,0.8578260869565217,0.07122030620413168,23,True,0.8398027362392617,10.277156438604925,7.231604621766455,30.198387096774194,310.3535483870968,79.23181155329559,5.645693034475827,0.2963418757934066,0.46343356655806583,64.78496764559482,19.356521739130432,0.014399013359259659,,,,,,,,
2,SEMAG,347052.0,3044836.0,8459.0,3784406.0,48161.0,347052.0,2338537.0,5939.0,706299.0,2520.0,167322.0,2117.0,231678.0,706299.0,253.0,33.1,18230.0,2520.0,57.596774193548384,11.65047878475295,43.3,11.144894197194814,10.748387096774193,0.8648387096774193,0.07438059638292482,31,True,0.7517782133856062,8.773428765718105,6.738289939259823,41.02754462702447,359.95224021751983,91.70580534963743,7.206079607981562,0.2319661879983027,0.48212371633069395,79.03731695795938,22.351612903225806,0.01087716572138917,0.05493145521167664,0.23574213534155852,-0.09043010752688174,0.053711268256134925,-0.05673422996779698,0.008174876968101596,0.06430868167202575,-0.14631748401126254
3,SEMAG,378447.0,3597876.0,11508.0,4596194.0,64693.0,378447.0,2604935.0,7219.0,992941.0,4289.0,170344.0,2691.0,318799.0,992941.0,229.0,30.616666666666664,23965.0,4289.0,58.926315789473676,7.948063990361369,45.32105263157895,10.389057598306925,10.876315789473685,0.8381578947368421,0.06604074349107135,38,True,0.7691139692747412,9.506948132763636,6.8832227498170155,32.88555787278415,312.6412930135558,82.33921370594888,5.849891023758366,0.2759797725102255,0.45011322589424674,63.301374953548866,19.74035087719298,0.01345361811047086,0.18163211417626424,0.09046194806541963,0.3604444969854592,0.023083612138719678,0.04667558040598041,-0.030850625257661024,-0.07502517623363558,0.0836069211517092
4,SEMAG,439369.0,4291170.0,13950.0,5753518.0,85847.0,439369.0,2833663.0,9063.0,1457507.0,4887.0,216424.0,2470.0,357490.0,1457507.0,228.0,29.650000000000002,32640.0,4887.0,58.426829268292686,8.725394672742429,46.21219512195122,12.062798081746026,10.56829268292683,0.8736585365853659,0.05743501099333818,41,True,0.7909413483615111,9.766665376938292,6.4493921965363965,31.495985663082436,307.61075268817206,76.36527773094652,5.118047223548872,0.3396525889209703,0.49257913052582225,87.62105263157895,19.081707317073175,0.013670312456292483,0.1926953569272538,0.16097894817504166,0.21220020855057342,-0.008476459362664168,0.01966288156668572,0.04235555385381162,-0.0315732172019596,0.02731867688218448
5,SEMAG,340998.0,3123132.0,9332.0,4043987.0,49337.0,340998.0,1881037.0,5715.0,1242095.0,3617.0,160966.0,2507.0,284753.0,1242095.0,253.0,37.550000000000004,25961.0,3617.0,60.449999999999996,10.435831132620509,48.78333333333333,10.056568571265819,10.202777777777778,0.8302777777777778,0.0662672559138313,36,True,0.8070030328094845,9.158798585328947,5.516269890145983,36.54072010287184,334.6690955850836,84.32222952249846,6.911607921032896,0.3977081340141883,0.47204382430395486,64.20662145991224,27.34722222222223,0.012702236675294026,-0.2721956948804173,-0.2238915353609381,-0.33103942652329754,0.03462742642454586,0.055637655917383455,-0.0496541348718903,0.26644182124789206,-0.06223892886150073
6,SEMAG,311587.0,3226724.0,9755.0,3846304.0,52787.0,311587.0,2038811.0,6469.0,1187913.0,3286.0,136422.0,1792.0,229166.0,1187913.0,183.0,34.28333333333333,19757.0,3286.0,62.35208333333333,9.664609480907115,51.19166666666666,10.269409921794143,9.714583333333334,0.8377083333333334,0.05320532621447451,48,True,0.8210097230111263,10.355772224130018,6.543312140750416,31.941260891850334,330.7764223475141,81.00945739078347,5.902722261162786,0.3681483138935961,0.43782956285082497,76.12834821428571,24.568749999999998,0.014338950804220521,0.033169267261198065,-0.0862497727259397,0.045327903986283724,0.03146539840088236,0.04936795353604362,0.008949481431917095,-0.08699511762095002,0.13069111932633248
7,SEMAG,250641.0,2660264.0,7871.0,3189548.0,41176.0,250641.0,1697848.0,4904.0,962416.0,2967.0,132650.0,1878.0,229843.0,962416.0,110.0,30.599999999999998,13210.0,2967.0,63.33888888888888,11.667299302575254,52.66111111111111,10.175889649496508,9.261111111111111,0.8525,0.05949189620684244,36,True,0.8314182966406457,10.613842108832952,6.774023403992164,31.843603099987295,337.9829754796087,78.58198089509861,6.0870652807460655,0.36177462086469614,0.5292430208944267,70.63365282215122,21.33888888888889,0.012908811667094495,-0.17555266579973994,-0.19559866104811818,-0.19313172731932338,0.015826344571040263,0.028704758804058983,0.017657299179308694,-0.1074380165289256,0.024920390205339205
8,SEMAG,279291.0,2852727.0,8307.0,3265090.0,44488.0,279291.0,1863370.0,5434.0,989357.0,2873.0,120065.0,1560.0,227092.0,989357.0,142.0,29.099999999999998,16329.0,2873.0,62.55,9.768721862621964,52.590476190476195,11.126233766036576,9.116666666666665,0.8576190476190477,0.062383922405381056,42,True,0.8407749990483805,10.214174463194302,6.671786774367953,33.621162874684,343.4124232574937,85.53853033147632,6.277895162740514,0.34681096368492326,0.4298921196887834,76.96474358974359,19.983333333333334,0.012651260282176387,0.07234733094159074,0.11430691706464624,0.05539321560157551,-0.012455047802824248,-0.0013413108676321173,0.006004747940231869,-0.0490196078431373,-0.037655322317828865
1,SEPAK,286571.0,2390288.0,8017.0,2918758.0,38906.0,286571.0,1271910.0,4080.0,1118378.0,3937.0,148118.0,1370.0,239677.0,1118378.0,221.0,38.275,18735.0,3937.0,54.46521739130435,11.806339156096383,42.18695652173913,9.45988200713586,12.108695652173912,0.8443478260869566,0.058217935923915304,23,True,0.7745669354194938,8.34099751893946,4.438376527980849,35.74541599101909,298.15242609454907,98.18251461751882,7.3657276512620165,0.46788420474854914,0.516863185737566,108.11532846715329,26.166304347826085,0.01642627369334563,,,,,,,,
2,SEPAK,316340.0,2917962.0,8886.0,4131076.0,56110.0,316340.0,1834666.0,5400.0,1083296.0,3486.0,160879.0,2273.0,249708.0,1083296.0,127.0,31.9,15010.0,3486.0,56.251612903225805,9.704393196476937,45.12903225806452,8.383563027272954,11.574193548387097,0.8516129032258064,0.054899713065039386,31,True,0.8022709026264481,9.224132262755264,5.7996649174938355,35.59981994148098,328.3774476704929,76.5756911758583,5.637854214934949,0.37125089360313807,0.5085635708414996,70.77826660800704,20.325806451612902,0.013960305636983998,0.22075749867798367,0.10388001577270556,0.1083946613446427,0.03279883194235933,0.06973898993660099,0.00860436530347819,-0.16655780535597653,0.10587879229199104
3,SEPAK,377526.0,3872535.0,11737.0,4916624.0,69146.0,377526.0,2389509.0,6945.0,1483026.0,4792.0,175631.0,2536.0,359261.0,1483026.0,278.0,35.333333333333336,26495.0,4792.0,56.021052631578954,9.019143541011601,46.46842105263158,10.467378031052009,11.871052631578948,0.8402631578947368,0.059297091770683694,38,True,0.8294813979706875,10.257664372784921,6.329389234118975,32.1654596574934,329.9424895629207,76.78561549551074,5.459838602377578,0.38295999907037637,0.46521564077705907,69.2551261829653,23.462280701754388,0.013338492071223985,0.3271368852644414,0.193418473794019,0.3208417735764124,-0.0040987317473634155,0.029679094089763325,-0.013327352472089271,0.1076280041797284,0.11204654059469643
4,SEPAK,413760.0,4265238.0,12101.0,4675453.0,72125.0,413760.0,2853802.0,7763.0,1411436.0,4338.0,191363.0,2606.0,349458.0,1411436.0,206.0,33.699999999999996,27381.0,4338.0,59.39512195121951,9.733857180468393,49.79024390243902,11.40486310479106,10.56829268292683,0.8636585365853657,0.0642944825611411,41,True,0.8382884362680684,10.308483178654292,6.897239945862336,34.192215519378564,352.46987852243615,88.49623769076494,5.736707105719238,0.33091611769378404,0.4624975831399845,73.4316960859555,23.131707317073165,0.01241350891952681,0.10140721775271233,0.0959774955897077,0.031013035699071212,0.06022859552158066,0.07148559762865725,0.027842918579514597,-0.04622641509433978,0.004954227787389964
5,SEPAK,314617.0,3507265.0,9396.0,4224915.0,60365.0,314617.0,2581082.0,6627.0,926183.0,2769.0,172496.0,2206.0,249950.0,926183.0,159.0,26.866666666666664,23101.0,2769.0,58.78888888888889,8.593744494947734,48.40833333333333,9.120381414330062,10.405555555555557,0.8461111111111111,0.052659432896831254,36,True,0.8234265734265733,11.147728825842215,8.203885994717387,33.48414218816518,373.27213707960834,74.46706028405305,5.21191087550733,0.264075568854934,0.548272979527489,78.19401631912964,16.46111111111111,0.011078215643128626,-0.17770942676586865,-0.23961475251353437,-0.2235352450210727,-0.010206782011972448,-0.027754645504718956,-0.020317549970190307,-0.20276953511374873,0.08141310730619833
6,SEPAK,324079.0,2911191.0,8444.0,3898640.0,53777.0,324079.0,1888538.0,5366.0,1022653.0,3078.0,131883.0,1511.0,224512.0,1022653.0,190.0,23.28333333333333,20531.0,3078.0,62.37708333333333,9.383603617159649,50.760416666666664,11.158275997077252,9.877083333333333,0.8535416666666666,0.059626125336927925,48,True,0.8137670752479877,8.982967116042694,5.8274001092326255,38.37979630506869,344.76444812884887,83.1261670736462,6.026349554642319,0.3512833750860043,0.40694707154736964,87.2819324950364,13.406249999999998,0.013709734891676168,-0.16995408102894993,0.03007466220833588,-0.10131971051511279,0.061035248535248554,0.04858839731451203,0.008782009192383367,-0.13337468982630274,-0.19418858707625342
7,SEPAK,259209.0,3090087.0,9095.0,3209209.0,47939.0,259209.0,1798832.0,5385.0,1291255.0,3710.0,133213.0,1532.0,274967.0,1291255.0,162.0,29.633333333333336,14026.0,3710.0,63.03611111111112,12.030607460681933,51.25555555555556,10.29977654249823,8.858333333333333,0.8408333333333333,0.061568776873625546,36,True,0.8131141761776759,11.92121801326343,6.939697309892789,28.500164925783398,339.75667949422757,80.7703705180934,5.407058970775361,0.41787011174766275,0.5139211987238097,86.95365535248042,20.775000000000006,0.013492528194292405,0.06145113803937985,-0.20016724317218948,0.07709616295594501,0.01056522271578575,0.009754429167521783,-0.014888943129118815,0.27272727272727293,0.3270913562594824
8,SEPAK,289043.0,2283672.0,6241.0,2923277.0,37396.0,289043.0,1381722.0,3534.0,901950.0,2707.0,141372.0,1454.0,199595.0,901950.0,115.0,35.583333333333336,12693.0,2707.0,65.55952380952381,9.757650145044034,50.688095238095244,9.3131745754944,8.992857142857142,0.8571428571428571,0.0603358775395444,42,True,0.7731614309061196,7.9008036866486995,4.7803337219721636,46.31357154302195,365.9144367889761,98.8763637520495,7.72924911755268,0.3949560182022637,0.48910369737374715,97.22971114167812,26.590476190476195,0.013562463989578897,-0.2609683805019082,0.11509631224224459,-0.3137987905442551,0.04003122422899441,-0.011071196308568898,0.01939685685969139,0.20078740157480301,-0.3372486202451508
