week,market,channel,spend_aed,impressions,clicks,conversions,sales_aed,tv_grp,engagement_rate,sessions,pr_mentions,pr_share_of_voice,products_active,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cvr,cpa_aed,roas,aov_aed,cost_per_grp_aed
1,SELV,Search,72039.0,1768832.0,28204.0,4145.0,1592812.0,,1.5733333333333333,,,,3,paid,response,True,40.726875135682754,2.5542121684867394,0.01594498516535205,0.14696496950787122,17.379734620024127,22.110412415497162,384.27310012062725,
1,SELV,TV,201401.0,,,,,2521.0,,,,,3,paid,brand,False,,,,,,,,79.88932963109878
1,SELV,Website,,,,3450.0,1278757.0,,,253927.0,,,3,earned,owned,True,,,,,,,370.65420289855075,
1,SEMAG,Influencer,21634.0,,,133.0,56012.0,,4.279999999999999,,,,4,paid,response,True,,,,,162.66165413533835,2.5890727558472775,421.14285714285717,
1,SEMAG,PR,0.0,,,,,,,,178.0,31.099999999999998,4,earned,brand,False,,,,,,,,
1,SEMAG,Paid Social,86696.0,2121782.0,21721.0,1993.0,430156.0,,1.2366666666666666,,,,6,paid,response,True,40.85999409929955,3.9913447815478107,0.010237149716606136,0.09175452327240918,43.50025087807326,4.961659130755744,215.83341695935775,
1,SEMAG,Search,42362.0,1422817.0,28024.0,3975.0,1544792.0,,1.9833333333333334,,,,3,paid,response,True,29.773329950373096,1.5116328860976307,0.01969613801353231,0.1418427062517842,10.657106918238993,36.4664557858458,388.6269182389937,
1,SEMAG,TV,130153.0,,,,,2009.0,,,,,3,paid,brand,False,,,,,,,,64.78496764559482
1,SEMAG,Website,,,,3199.0,855328.0,,,222168.0,,,3,earned,owned,True,,,,,,,267.37355423569863,
1,SEPAK,Influencer,18735.0,,,116.0,42351.0,,4.7,,,,4,paid,response,True,,,,,161.50862068965517,2.2605284227381905,365.0948275862069,
1,SEPAK,PR,0.0,,,,,,,,221.0,38.275,4,earned,brand,False,,,,,,,,
1,SEPAK,Paid Social,65460.0,1897393.0,20151.0,1577.0,351572.0,,1.05,,,,6,paid,response,True,34.499969168221874,3.24847402114039,0.010620361727907713,0.07825914346682547,41.509194673430564,5.37079132294531,222.93722257450855,
1,SEPAK,Search,54258.0,1021365.0,18755.0,2387.0,877987.0,,1.8066666666666666,,,,3,paid,response,True,53.1230265380153,2.892988536390296,0.018362681313732112,0.12727272727272726,22.730624214495183,16.181705923550446,367.82027649769583,
1,SEPAK,TV,148118.0,,,,,1370.0,,,,,3,paid,brand,False,,,,,,,,108.11532846715329
1,SEPAK,Website,,,,3937.0,1118378.0,,,239677.0,,,3,earned,owned,True,,,,,,,284.06858013716027,
1,SESAR,Influencer,19692.0,,,129.0,46178.0,,4.7225,,,,4,paid,response,True,,,,,152.65116279069767,2.3450132033313023,357.968992248062,
1,SESAR,PR,0.0,,,,,,,,208.0,25.85,4,earned,brand,False,,,,,,,,
1,SESAR,Paid Social,93399.0,2858467.0,31410.0,2152.0,659574.0,,1.1666666666666667,,,,6,paid,response,True,32.67450699973098,2.973543457497612,0.010988407422580006,0.0685132123527539,43.401022304832715,7.061895737641731,306.49349442379184,
1,SESAR,Search,74868.0,1314294.0,18355.0,2045.0,721912.0,,1.3666666666666665,,,,3,paid,response,True,56.96442348515629,4.07888858621629,0.013965672825106103,0.11141378371016072,36.61026894865525,9.642464070096704,353.0132029339853,
1,SESAR,TV,143064.0,,,,,1687.0,,,,,3,paid,brand,False,,,,,,,,84.80379371665678
1,SESAR,Website,,,,3194.0,1144463.0,,,270891.0,,,3,earned,owned,True,,,,,,,358.3165309956168,
1,SETK,Influencer,20513.0,,,132.0,44968.0,,4.1525,,,,4,paid,response,True,,,,,155.40151515151516,2.192170818505338,340.6666666666667,
1,SETK,PR,0.0,,,,,,,,263.0,36.125,4,earned,brand,False,,,,,,,,
1,SETK,Paid Social,68597.0,3136859.0,30293.0,2858.0,803065.0,,1.2100000000000002,,,,6,paid,response,True,21.86805336165891,2.264450533126465,0.009657112417230102,0.09434522827055755,24.001749475157453,11.706998848346137,280.9884534639608,
1,SETK,Search,49768.0,1667137.0,33155.0,4875.0,2050624.0,,1.9733333333333334,,,,3,paid,response,True,29.852375659588862,1.5010707283969236,0.01988738777916872,0.14703664605640174,10.208820512820513,41.20366500562611,420.64082051282054,
1,SETK,TV,165488.0,,,,,2243.0,,,,,3,paid,brand,False,,,,,,,,73.77975925100311
1,SETK,Website,,,,4148.0,1364308.0,,,280656.0,,,3,earned,owned,True,,,,,,,328.90742526518807,
1,SGE,Influencer,26658.0,,,109.0,28053.0,,3.615,,,,4,paid,response,True,,,,,244.56880733944953,1.0523295070898042,257.3669724770642,
1,SGE,PR,0.0,,,,,,,,203.0,30.675,4,earned,brand,False,,,,,,,,
1,SGE,Paid Social,100437.0,3189017.0,32274.0,2864.0,752799.0,,0.9550000000000001,,,,6,paid,response,True,31.494658071750635,3.1120096672243913,0.010120359972994814,0.08874016235979426,35.06878491620112,7.495235819468921,262.848812849162,
1,SGE,Search,64668.0,1856351.0,26680.0,3149.0,1154040.0,,1.4333333333333333,,,,3,paid,response,True,34.83608433965344,2.4238380809595204,0.014372281966072148,0.11802848575712144,20.53604318831375,17.845611430692152,366.47824706255955,
1,SGE,TV,125330.0,,,,,2557.0,,,,,3,paid,brand,False,,,,,,,,49.014470082127495
1,SGE,Website,,,,4005.0,1336667.0,,,339060.0,,,3,earned,owned,True,,,,,,,333.74956304619224,
2,SEEG,B2B Roadshow,11363.0,44186.0,,220.0,95074.0,,4.87,,,,3,paid,brand,True,257.1629022767392,,,,51.65,8.366980550910851,432.1545454545454,
2,SEEG,Influencer,27276.0,,,123.0,43612.0,,4.0200000000000005,,,,5,paid,response,True,,,,,221.7560975609756,1.5989147968910398,354.5691056910569,
2,SEEG,PR,0.0,,,,,,,,208.0,32.4,5,earned,brand,False,,,,,,,,
2,SEEG,Paid Social,74479.0,2961742.0,32001.0,2023.0,711178.0,,1.1366666666666667,,,,6,paid,response,True,25.147024960310517,2.3273960188744103,0.010804789883791363,0.06321677447579763,36.81611468116658,9.548705004095114,351.546218487395,
2,SEEG,Search,69029.0,1768226.0,32010.0,4125.0,1483785.0,,1.8599999999999999,,,,4,paid,response,True,39.03856181279995,2.1564823492658545,0.018102889562759513,0.12886597938144329,16.734303030303032,21.49509626388909,359.70545454545453,
2,SEEG,TV,144528.0,,,,,1851.0,,,,,4,paid,brand,False,,,,,,,,78.08103727714749
2,SEEG,Website,,,,3579.0,1400477.0,,,283098.0,,,4,earned,owned,True,,,,,,,391.3039955294775,
2,SEIL,B2B Roadshow,17795.0,55464.0,,359.0,132568.0,,6.256666666666667,,,,3,paid,brand,True,320.8387422472234,,,,49.56824512534819,7.449733071087384,369.2701949860724,
2,SEIL,Influencer,21661.0,,,75.0,28794.0,,3.822,,,,5,paid,response,True,,,,,288.81333333333333,1.3293015096255945,383.92,
2,SEIL,PR,0.0,,,,,,,,243.0,39.339999999999996,5,earned,brand,False,,,,,,,,
2,SEIL,Paid Social,105021.0,2779936.0,29705.0,2534.0,765171.0,,1.1383333333333334,,,,6,paid,response,True,37.77820784363381,3.5354654098636593,0.010685497795632706,0.08530550412388486,41.44475138121547,7.285885680006856,301.9617205998421,
2,SEIL,Search,64135.0,2294417.0,38250.0,4628.0,2111205.0,,1.6975,,,,4,paid,response,True,27.952634590835057,1.6767320261437908,0.0166709015841497,0.12099346405228759,13.858038029386345,32.91814142044126,456.18085566119277,
2,SEIL,TV,183431.0,,,,,2684.0,,,,,4,paid,brand,False,,,,,,,,68.34239940387481
2,SEIL,Website,,,,4356.0,1111193.0,,,309603.0,,,4,earned,owned,True,,,,,,,255.09481175390266,
2,SELV,B2B Roadshow,18199.0,73853.0,,220.0,139262.0,,4.793333333333334,,,,3,paid,brand,True,246.42194629872856,,,,82.72272727272727,7.652178691136876,633.0090909090909,
2,SELV,Influencer,34528.0,,,186.0,72904.0,,5.151999999999999,,,,5,paid,response,True,,,,,185.63440860215053,2.11144578313253,391.9569892473118,
2,SELV,PR,0.0,,,,,,,,212.0,37.46,5,earned,brand,False,,,,,,,,
2,SELV,Paid Social,97396.0,2736394.0,29992.0,2409.0,744152.0,,1.2233333333333334,,,,6,paid,response,True,35.59282764104877,3.2473993064817286,0.010960409940966103,0.08032141904507868,40.43005396430054,7.64047804837981,308.9049398090494,
2,SELV,Search,79190.0,2504089.0,40698.0,5380.0,2285256.0,,1.6824999999999999,,,,4,paid,response,True,31.624275335261647,1.945795862204531,0.016252617219276153,0.13219322816846035,14.719330855018587,28.857886096729384,424.76877323420075,
2,SELV,TV,172881.0,,,,,2242.0,,,,,4,paid,brand,False,,,,,,,,77.11016949152543
2,SELV,Website,,,,3383.0,1042972.0,,,293390.0,,,4,earned,owned,True,,,,,,,308.29796039018623,
2,SEMAG,B2B Roadshow,15847.0,36969.0,,194.0,63755.0,,4.853333333333333,,,,3,paid,brand,True,428.6564418837404,,,,81.68556701030928,4.023158957531394,328.6340206185567,
2,SEMAG,Influencer,18230.0,,,156.0,50019.0,,3.9099999999999993,,,,5,paid,response,True,,,,,116.85897435897436,2.743773998902907,320.63461538461536,
2,SEMAG,PR,0.0,,,,,,,,253.0,33.1,5,earned,brand,False,,,,,,,,
2,SEMAG,Paid Social,77670.0,1998645.0,20655.0,1841.0,543640.0,,1.19,,,,6,paid,response,True,38.861328550092686,3.7603485838779958,0.010334501624850837,0.08913096102638586,42.189027702335686,6.999356250804687,295.2960347637154,
2,SEMAG,Search,67983.0,1748792.0,27506.0,3748.0,1681123.0,,1.455,,,,4,paid,response,True,38.874262919775475,2.4715698393077874,0.015728571493922663,0.13626117937904458,18.13847385272145,24.728579203624435,448.5386872998933,
2,SEMAG,TV,167322.0,,,,,2117.0,,,,,4,paid,brand,False,,,,,,,,79.03731695795938
2,SEMAG,Website,,,,2520.0,706299.0,,,231678.0,,,4,earned,owned,True,,,,,,,280.27738095238095,
2,SEPAK,B2B Roadshow,16846.0,37864.0,,206.0,75261.0,,4.826666666666667,,,,3,paid,brand,True,444.9080921191633,,,,81.77669902912622,4.467588745102695,365.34466019417476,
2,SEPAK,Influencer,15010.0,,,159.0,59562.0,,4.688,,,,5,paid,response,True,,,,,94.40251572327044,3.9681545636242506,374.60377358490564,
2,SEPAK,PR,0.0,,,,,,,,127.0,31.9,5,earned,brand,False,,,,,,,,
2,SEPAK,Paid Social,65913.0,2385695.0,29231.0,2636.0,848465.0,,1.19,,,,6,paid,response,True,27.628426936385416,2.254900619205638,0.012252614018137273,0.0901782354349834,25.004931714719273,12.872498596634959,321.8759484066768,
2,SEPAK,Search,57692.0,1707517.0,26879.0,2399.0,851378.0,,1.6549999999999998,,,,4,paid,response,True,33.78707210528505,2.1463596115926933,0.015741570947756304,0.08925183228542728,24.048353480616925,14.757297372252651,354.8887036265111,
2,SEPAK,TV,160879.0,,,,,2273.0,,,,,4,paid,brand,False,,,,,,,,70.77826660800704
2,SEPAK,Website,,,,3486.0,1083296.0,,,249708.0,,,4,earned,owned,True,,,,,,,310.7561675272519,
2,SESAR,B2B Roadshow,17760.0,48722.0,,187.0,98653.0,,6.09,,,,3,paid,brand,True,364.51705595008417,,,,94.97326203208556,5.554786036036036,527.5561497326203,
2,SESAR,Influencer,18919.0,,,198.0,69958.0,,4.178,,,,5,paid,response,True,,,,,95.55050505050505,3.6977641524393468,353.32323232323233,
2,SESAR,PR,0.0,,,,,,,,225.0,32.78,5,earned,brand,False,,,,,,,,
2,SESAR,Paid Social,72581.0,3186429.0,32492.0,2892.0,711222.0,,1.2733333333333332,,,,6,paid,response,True,22.778163266779206,2.233811399729164,0.01019699481770973,0.0890065246829989,25.09716459197787,9.799010760391837,245.92738589211618,
2,SESAR,Search,66784.0,2086137.0,33693.0,4430.0,1547796.0,,1.63,,,,4,paid,response,True,32.01323786501079,1.9821327872258332,0.01615090475841232,0.13148131659395126,15.075395033860046,23.176149976042165,349.38961625282167,
2,SESAR,TV,186127.0,,,,,2761.0,,,,,4,paid,brand,False,,,,,,,,67.41289387902934
2,SESAR,Website,,,,4562.0,1438605.0,,,385383.0,,,4,earned,owned,True,,,,,,,315.3452433143358,
2,SETK,B2B Roadshow,15526.0,52552.0,,155.0,90319.0,,6.06,,,,3,paid,brand,True,295.4407063479982,,,,100.16774193548387,5.817274249645756,582.7032258064517,
2,SETK,Influencer,30175.0,,,102.0,34526.0,,3.7159999999999997,,,,5,paid,response,True,,,,,295.8333333333333,1.144192212096106,338.4901960784314,
2,SETK,PR,0.0,,,,,,,,287.0,39.08,5,earned,brand,False,,,,,,,,
2,SETK,Paid Social,79795.0,2576327.0,29715.0,2334.0,540784.0,,1.155,,,,6,paid,response,True,30.972388210037003,2.685344102305233,0.0115338619670562,0.07854618879353861,34.18808911739503,6.777166489128391,231.69837189374465,
2,SETK,Search,61808.0,1522210.0,28311.0,4135.0,1858095.0,,1.8375000000000001,,,,4,paid,response,True,40.60412163893287,2.1831796828088024,0.018598616485241852,0.14605630320370175,14.94752116082225,30.062370566916904,449.35792019347036,
2,SETK,TV,155093.0,,,,,2042.0,,,,,4,paid,brand,False,,,,,,,,75.9515181194907
2,SETK,Website,,,,4233.0,1120571.0,,,351207.0,,,4,earned,owned,True,,,,,,,264.7226553271911,
2,SGE,B2B Roadshow,21833.0,57293.0,,239.0,102671.0,,7.183333333333334,,,,3,paid,brand,True,381.0762222261009,,,,91.35146443514644,4.702560344432739,429.5857740585774,
2,SGE,Influencer,25753.0,,,113.0,32243.0,,3.55,,,,5,paid,response,True,,,,,227.90265486725664,1.2520094746243156,285.3362831858407,
2,SGE,PR,0.0,,,,,,,,331.0,33.480000000000004,5,earned,brand,False,,,,,,,,
2,SGE,Paid Social,110210.0,3408998.0,39500.0,3563.0,999055.0,,1.1700000000000002,,,,6,paid,response,True,32.32914774370651,2.790126582278481,0.011586982450561719,0.09020253164556961,30.931799045747965,9.065012249342164,280.3971372438956,
2,SGE,Search,86456.0,2754067.0,48752.0,6848.0,3119880.0,,1.74,,,,4,paid,response,True,31.392119363835373,1.7733836560551361,0.01770182061656452,0.14046603216278306,12.625,36.08633293235866,455.58995327102804,
2,SGE,TV,189305.0,,,,,2682.0,,,,,4,paid,brand,False,,,,,,,,70.58351976137212
2,SGE,Website,,,,6417.0,2159341.0,,,411563.0,,,4,earned,owned,True,,,,,,,336.5031946392395,
3,SEEG,Influencer,27239.0,,,151.0,51151.0,,4.258333333333333,,,,6,paid,response,True,,,,,180.39072847682118,1.8778589522376006,338.74834437086093,
3,SEEG,PR,0.0,,,,,,,,234.0,33.583333333333336,6,earned,brand,False,,,,,,,,
3,SEEG,Paid Social,108688.0,2609321.0,28389.0,2516.0,764808.0,,1.1766666666666665,,,,6,paid,response,True,41.65374823565212,3.8285251329740393,0.010879841920560943,0.08862587621966254,43.19872813990461,7.036728985720595,303.9777424483307,
3,SEEG,Retail,20112.0,105891.0,,620.0,295452.0,,5.036,,,,5,paid,response,True,189.93115562229085,,,,32.438709677419354,14.690334128878282,476.53548387096777,
3,SEEG,Search,62540.0,2150782.0,41469.0,4650.0,1728707.0,,1.9619999999999997,,,,5,paid,response,True,29.077795890053014,1.5081144951650631,0.019280894112002053,0.11213195398972726,13.449462365591398,27.64162136232811,371.7649462365591,
3,SEEG,TV,256975.0,,,,,2194.0,,,,,5,paid,brand,False,,,,,,,,117.12625341841385
3,SEEG,Website,,,,4266.0,1340602.0,,,312277.0,,,5,earned,owned,True,,,,,,,314.2526957337084,
3,SEIL,Influencer,38946.0,,,114.0,30482.0,,4.535,,,,6,paid,response,True,,,,,341.63157894736844,0.7826734452832127,267.3859649122807,
3,SEIL,PR,0.0,,,,,,,,268.0,25.333333333333332,6,earned,brand,False,,,,,,,,
3,SEIL,Paid Social,107084.0,3860661.0,50302.0,3069.0,960729.0,,1.1316666666666666,,,,6,paid,response,True,27.73721909279266,2.1288219156295973,0.013029375021531286,0.06101149059679536,34.89214727924406,8.971732471704456,313.0430107526882,
3,SEIL,Retail,21465.0,171470.0,,826.0,342282.0,,4.492,,,,5,paid,response,True,125.18224762349098,,,,25.986682808716708,15.946051712089448,414.3849878934625,
3,SEIL,Search,90505.0,2261815.0,42874.0,5020.0,2181726.0,,1.884,,,,5,paid,response,True,40.01432477899386,2.1109530251434436,0.018955573289592652,0.11708727900359192,18.028884462151396,24.10613778244296,434.6067729083665,
3,SEIL,TV,211295.0,,,,,3199.0,,,,,5,paid,brand,False,,,,,,,,66.05032822757111
3,SEIL,Website,,,,5311.0,1459694.0,,,397819.0,,,5,earned,owned,True,,,,,,,274.8435322914705,
3,SELV,Influencer,32841.0,,,105.0,31727.0,,4.246666666666667,,,,6,paid,response,True,,,,,312.77142857142854,0.966078986632563,302.16190476190474,
3,SELV,PR,0.0,,,,,,,,299.0,36.266666666666666,6,earned,brand,False,,,,,,,,
3,SELV,Paid Social,100279.0,3934640.0,45127.0,3400.0,957838.0,,1.1866666666666668,,,,6,paid,response,True,25.486194416770022,2.2221508188002748,0.011469156009190167,0.07534292108937,29.493823529411763,9.55173067142672,281.7170588235294,
3,SELV,Retail,19112.0,175663.0,,909.0,329122.0,,3.47,,,,5,paid,response,True,108.79923489864115,,,,21.025302530253025,17.220699037254082,362.0704070407041,
3,SELV,Search,78012.0,2950692.0,55962.0,6885.0,2516588.0,,1.8940000000000001,,,,5,paid,response,True,26.438543907666407,1.3940173689289161,0.01896572058351058,0.12302991315535541,11.330718954248367,32.258985797056866,365.51750181554104,
3,SELV,TV,252229.0,,,,,2914.0,,,,,5,paid,brand,False,,,,,,,,86.5576527110501
3,SELV,Website,,,,4319.0,1548612.0,,,328823.0,,,5,earned,owned,True,,,,,,,358.55799953692986,
3,SEMAG,Influencer,23965.0,,,156.0,63344.0,,4.33,,,,6,paid,response,True,,,,,153.62179487179486,2.643187982474442,406.05128205128204,
3,SEMAG,PR,0.0,,,,,,,,229.0,30.616666666666664,6,earned,brand,False,,,,,,,,
3,SEMAG,Paid Social,96346.0,2464882.0,28197.0,2281.0,742424.0,,1.2216666666666667,,,,6,paid,response,True,39.08746950158263,3.4168883214526367,0.011439492843876502,0.08089513068766181,42.23849188952214,7.705810308679135,325.48180622533977,
3,SEMAG,Retail,18712.0,102401.0,,530.0,277827.0,,4.178,,,,5,paid,response,True,182.73259050204587,,,,35.30566037735849,14.847530996152202,524.2018867924528,
3,SEMAG,Search,69080.0,2028911.0,36496.0,4252.0,1521340.0,,1.7759999999999998,,,,5,paid,response,True,34.04782171322449,1.8928101709776415,0.017987974829847146,0.11650591845681718,16.246472248353715,22.02287203242617,357.793979303857,
3,SEMAG,TV,170344.0,,,,,2691.0,,,,,5,paid,brand,False,,,,,,,,63.301374953548866
3,SEMAG,Website,,,,4289.0,992941.0,,,318799.0,,,5,earned,owned,True,,,,,,,231.5087432968058,
3,SEPAK,Influencer,26495.0,,,161.0,55637.0,,4.42,,,,6,paid,response,True,,,,,164.56521739130434,2.0999056425740705,345.57142857142856,
3,SEPAK,PR,0.0,,,,,,,,278.0,35.333333333333336,6,earned,brand,False,,,,,,,,
3,SEPAK,Paid Social,77301.0,3105299.0,39613.0,3010.0,940664.0,,1.1966666666666665,,,,6,paid,response,True,24.89325504564939,1.9514048418448489,0.012756581572338123,0.07598515638805442,25.68139534883721,12.168846457355015,312.51295681063124,
3,SEPAK,Retail,20205.0,122985.0,,556.0,264535.0,,3.942,,,,5,paid,response,True,164.28832784485914,,,,36.339928057553955,13.09255134867607,475.78237410071944,
3,SEPAK,Search,77894.0,1688340.0,29533.0,3218.0,1128673.0,,1.714,,,,5,paid,response,True,46.13644171197744,2.6375241255544646,0.017492329744008907,0.10896285511123151,24.205717837165942,14.489858012170385,350.7374145431945,
3,SEPAK,TV,175631.0,,,,,2536.0,,,,,5,paid,brand,False,,,,,,,,69.2551261829653
3,SEPAK,Website,,,,4792.0,1483026.0,,,359261.0,,,5,earned,owned,True,,,,,,,309.4795492487479,
3,SESAR,Influencer,31781.0,,,116.0,41036.0,,4.1450000000000005,,,,6,paid,response,True,,,,,273.9741379310345,1.2912117302790975,353.7586206896552,
3,SESAR,PR,0.0,,,,,,,,271.0,32.18333333333333,6,earned,brand,False,,,,,,,,
3,SESAR,Paid Social,114268.0,3047669.0,29060.0,1754.0,412086.0,,1.1783333333333335,,,,6,paid,response,True,37.49357295690575,3.9321403991741226,0.0095351562128302,0.06035788024776325,65.14709236031928,3.6063114782791335,234.9407069555302,
3,SESAR,Retail,19147.0,142204.0,,686.0,285532.0,,4.672,,,,5,paid,response,True,134.64459508874575,,,,27.911078717201168,14.912623387475845,416.2274052478134,
3,SESAR,Search,84162.0,2253620.0,36901.0,5509.0,2080911.0,,1.654,,,,5,paid,response,True,37.34524897720112,2.2807511991544946,0.016374100336347744,0.1492913471179643,15.277182791795244,24.725065944250375,377.7293519695044,
3,SESAR,TV,254391.0,,,,,2272.0,,,,,5,paid,brand,False,,,,,,,,111.96786971830986
3,SESAR,Website,,,,5228.0,1609924.0,,,397319.0,,,5,earned,owned,True,,,,,,,307.9426166794185,
3,SETK,Influencer,28077.0,,,201.0,58509.0,,4.488333333333333,,,,6,paid,response,True,,,,,139.6865671641791,2.0838764825301848,291.089552238806,
3,SETK,PR,0.0,,,,,,,,300.0,44.15,6,earned,brand,False,,,,,,,,
3,SETK,Paid Social,104955.0,3542847.0,43201.0,4123.0,1052763.0,,1.185,,,,6,paid,response,True,29.6244799733096,2.4294576514432538,0.012193865555018323,0.09543760561098123,25.455978656318216,10.030613119908532,255.33907349017704,
3,SETK,Retail,19496.0,156036.0,,534.0,276970.0,,4.074,,,,5,paid,response,True,124.9455253915763,,,,36.50936329588015,14.206503898235535,518.6704119850187,
3,SETK,Search,77605.0,2018192.0,32934.0,3483.0,1666587.0,,1.5859999999999999,,,,5,paid,response,True,38.45273393215314,2.356379425517702,0.01631856632074649,0.10575696848241939,22.281079529141543,21.475252883190517,478.4918173987941,
3,SETK,TV,164261.0,,,,,2638.0,,,,,5,paid,brand,False,,,,,,,,62.26724791508719
3,SETK,Website,,,,4783.0,1665747.0,,,389154.0,,,5,earned,owned,True,,,,,,,348.2640602132553,
3,SGE,Influencer,42473.0,,,168.0,57960.0,,4.2716666666666665,,,,6,paid,response,True,,,,,252.8154761904762,1.3646316483412992,345.0,
3,SGE,PR,0.0,,,,,,,,466.0,30.083333333333332,6,earned,brand,False,,,,,,,,
3,SGE,Paid Social,125809.0,4684945.0,49523.0,3671.0,1126260.0,,1.1433333333333333,,,,6,paid,response,True,26.853890493911884,2.5404155644851887,0.01057066838564807,0.07412717323263938,34.271043312448924,8.952141738667345,306.7992372650504,
3,SGE,Retail,13582.0,171471.0,,1008.0,299668.0,,3.408,,,,5,paid,response,True,79.20872917286304,,,,13.47420634920635,22.063613606243557,297.28968253968253,
3,SGE,Search,97154.0,2860732.0,45803.0,6182.0,2530558.0,,1.6920000000000002,,,,5,paid,response,True,33.96123789295886,2.121127437067441,0.016010937060864143,0.13496932515337423,15.715626010999676,26.046874035037156,409.342931090262,
3,SGE,TV,284536.0,,,,,3866.0,,,,,5,paid,brand,False,,,,,,,,73.5995861355406
3,SGE,Website,,,,6133.0,2282372.0,,,445788.0,,,5,earned,owned,True,,,,,,,372.14609489646176,
4,SEEG,B2B Roadshow,27442.0,66838.0,,310.0,88192.0,,4.372,,,,5,paid,brand,True,410.5748227056465,,,,88.52258064516128,3.213759930034254,284.49032258064517,
4,SEEG,Influencer,28072.0,,,145.0,57223.0,,4.736666666666666,,,,6,paid,response,True,,,,,193.6,2.0384368766030208,394.6413793103448,
4,SEEG,PR,0.0,,,,,,,,343.0,33.35,6,earned,brand,False,,,,,,,,
4,SEEG,Paid Social,89670.0,3596541.0,40996.0,3312.0,1002023.0,,1.1183333333333334,,,,6,paid,response,True,24.932289107784396,2.187286564542882,0.011398730057574764,0.08078836959703385,27.07427536231884,11.174562283929966,302.5431763285024,
4,SEEG,Search,51151.0,1950714.0,26962.0,3266.0,1492567.0,,1.4166666666666667,,,,6,paid,response,True,26.221680881974496,1.8971515466211706,0.013821605832531062,0.12113344707365922,15.661665646050213,29.179625031768683,457.0015309246785,
4,SEEG,TV,235009.0,,,,,2136.0,,,,,6,paid,brand,False,,,,,,,,110.02294007490637
4,SEEG,Website,,,,3632.0,1215743.0,,,301455.0,,,6,earned,owned,True,,,,,,,334.7310022026432,
4,SEIL,B2B Roadshow,26502.0,67636.0,,427.0,148850.0,,5.108,,,,5,paid,brand,True,391.8327517889881,,,,62.0655737704918,5.616557240962946,348.59484777517565,
4,SEIL,Influencer,34767.0,,,231.0,76453.0,,4.348333333333334,,,,6,paid,response,True,,,,,150.5064935064935,2.199010555986999,330.965367965368,
4,SEIL,PR,0.0,,,,,,,,311.0,32.88333333333333,6,earned,brand,False,,,,,,,,
4,SEIL,Paid Social,118435.0,4032244.0,44179.0,4070.0,1383216.0,,1.1383333333333334,,,,6,paid,response,True,29.371982449474785,2.6807985694560763,0.010956430216028594,0.09212521786369089,29.0995085995086,11.679115126440664,339.85651105651107,
4,SEIL,Search,111256.0,2045963.0,38115.0,5379.0,2335077.0,,1.885,,,,6,paid,response,True,54.37830498400997,2.9189557916830644,0.01862936915281459,0.14112554112554113,20.683398401189812,20.988324225210327,434.10987172336866,
